,location,month,total_cases,total_deaths,stringency_index,population,gdp_per_capita,human_development_index
1260,Niger,7,34252,2122,22.220000000000017,24206636,926.0,0.354
1261,Niger,8,36032,2139,15.770967741935474,24206636,926.0,0.354
1262,Niger,9,35502,2070,11.573333333333343,24206636,926.0,0.354
1263,Niger,10,22841,1311,10.768421052631581,24206636,926.0,0.354
1264,Nigeria,1,0,0,1.9725806451612906,206139587,5338.454000000001,0.532
1265,Nigeria,2,2,0,11.110000000000008,206139587,5338.454000000001,0.532
1266,Nigeria,3,699,9,28.881935483870972,206139587,5338.454000000001,0.532
1267,Nigeria,4,17765,519,83.61133333333332,206139587,5338.454000000001,0.532
1268,Nigeria,5,172631,5246,81.05258064516126,206139587,5338.454000000001,0.532
1269,Nigeria,6,505663,13021,78.475,206139587,5338.454000000001,0.532
1270,Nigeria,7,1064023,23241,68.10451612903222,206139587,5338.454000000001,0.532
1271,Nigeria,8,1512951,29883,63.52903225806452,206139587,5338.454000000001,0.532
1272,Nigeria,9,1692347,32367,54.44333333333337,206139587,5338.454000000001,0.532
1273,Nigeria,10,1141290,21187,42.885789473684206,206139587,5338.454000000001,0.532
1275,Northern Mariana Islands,3,2,0,0.0,57557,5629.932446078432,0.5340637254901961
1276,Northern Mariana Islands,4,347,52,0.0,57557,5921.410892156863,0.5361274509803922
1277,Northern Mariana Islands,5,582,62,0.0,57557,14665.764274509806,0.5980392156862745
1278,Northern Mariana Islands,6,855,60,0.0,57557,23701.596102941177,0.6620147058823529
1279,Northern Mariana Islands,7,1092,62,0.0,57557,32445.94948529412,0.7239264705882353
1280,Northern Mariana Islands,8,1569,62,0.0,57557,41481.781313725485,0.7879019607843136
1281,Northern Mariana Islands,9,1883,60,0.0,57557,50517.613142156864,0.8518774509803921
1282,Northern Mariana Islands,10,1454,38,0.0,57557,59261.9665245098,0.9137892156862745
1283,Norway,1,0,0,0.3583870967741935,5421242,64800.057,0.953
1284,Norway,2,11,0,11.110000000000008,5421242,64800.057,0.953
1285,Norway,3,42862,168,46.684193548387114,5421242,64800.057,0.953
1286,Norway,4,194596,3621,75.30800000000002,5421242,64800.057,0.953
1287,Norway,5,252393,6959,59.348709677419414,5421242,64800.057,0.953
1288,Norway,6,258889,7276,38.82666666666665,5421242,64800.057,0.953
1289,Norway,7,279023,7849,37.039999999999985,5421242,64800.057,0.953
1290,Norway,8,306039,8054,36.05354838709677,5421242,64800.057,0.953
1291,Norway,9,365853,7991,32.40666666666668,5421242,64800.057,0.953
1292,Norway,10,286223,5240,28.7,5421242,64800.057,0.953
1294,Oman,1,0,0,3.2264516129032255,5106622,37960.709,0.821
1295,Oman,2,22,0,18.86551724137931,5106622,37960.709,0.821
1296,Oman,3,1416,0,48.654193548387106,5106622,37960.709,0.821
1297,Oman,4,30394,155,90.21566666666668,5106622,37960.709,0.821
1298,Oman,5,160106,731,87.30354838709681,5106622,37960.709,0.821
1299,Oman,6,723952,3193,87.22000000000001,5106622,37960.709,0.821
1300,Oman,7,1879772,8954,89.66258064516131,5106622,37960.709,0.821
1301,Oman,8,2558082,17220,89.18451612903225,5106622,37960.709,0.821
1302,Oman,9,2728130,23907,86.10999999999999,5106622,37960.709,0.821
1303,Oman,10,1978219,19231,54.19052631578948,5106622,37960.709,0.821
1305,Pakistan,1,0,0,0.26870967741935486,220892331,5034.708,0.562
1306,Pakistan,2,6,0,10.438965517241378,220892331,5034.708,0.562
1307,Pakistan,3,13141,94,55.735161290322566,220892331,5034.708,0.562
1308,Pakistan,4,218407,4259,93.67266666666663,220892331,5034.708,0.562
1309,Pakistan,5,1246659,26710,86.2296774193548,220892331,5034.708,0.562
1310,Pakistan,6,4322626,86170,63.61166666666667,220892331,5034.708,0.562
1311,Pakistan,7,7859449,165067,66.4609677419355,220892331,5034.708,0.562
1312,Pakistan,8,8930443,190725,53.2003225806452,220892331,5034.708,0.562
1313,Pakistan,9,9102827,191789,44.29066666666669,220892331,5034.708,0.562
1314,Pakistan,10,6044519,124743,45.19894736842104,220892331,5034.708,0.562
1316,Palestine,3,1236,5,82.96199999999997,5101416,4449.898,0.6859999999999999
1317,Palestine,4,8704,49,96.30000000000003,5101416,4449.898,0.6859999999999999
1318,Palestine,5,17535,132,93.25354838709676,5101416,4449.898,0.6859999999999999
1319,Palestine,6,29723,156,80.55999999999996,5101416,4449.898,0.6859999999999999
1320,Palestine,7,263210,1454,83.0616129032258,5101416,4449.898,0.6859999999999999
1321,Palestine,8,670976,3740,83.32999999999997,5101416,4449.898,0.6859999999999999
1322,Palestine,9,1218813,7831,83.98133333333332,5101416,4449.898,0.6859999999999999
1323,Palestine,10,1039261,8155,35.62263157894739,5101416,4449.898,0.6859999999999999
1324,Panama,3,7131,125,53.78434782608697,4314768,22267.037,0.789
1325,Panama,4,111326,3052,91.204,4314768,22267.037,0.789
1326,Panama,5,290126,8124,91.24612903225804,4314768,22267.037,0.789
1327,Panama,6,650483,13708,84.68799999999996,4314768,22267.037,0.789
1328,Panama,7,1513293,31015,82.91387096774193,4314768,22267.037,0.789
1329,Panama,8,2467682,53888,81.77999999999999,4314768,22267.037,0.789
1330,Panama,9,3075691,65565,84.63066666666666,4314768,22267.037,0.789
1331,Panama,10,2255992,46958,74.90421052631578,4314768,22267.037,0.789
1332,Papua New Guinea,3,11,0,60.9390909090909,8947027,3823.1940000000004,0.544
1333,Papua New Guinea,4,131,0,78.2253333333333,8947027,3823.1940000000004,0.544
1334,Papua New Guinea,5,248,0,56.25548387096771,8947027,3823.1940000000004,0.544
1335,Papua New Guinea,6,260,0,50.459333333333284,8947027,3823.1940000000004,0.544
1336,Papua New Guinea,7,734,5,45.36999999999997,8947027,3823.1940000000004,0.544
1337,Papua New Guinea,8,8794,101,52.42161290322579,8947027,3823.1940000000004,0.544
1338,Papua New Guinea,9,15236,178,39.815999999999995,8947027,3823.1940000000004,0.544
1339,Papua New Guinea,10,10552,133,11.698947368421054,8947027,3823.1940000000004,0.544
1340,Paraguay,3,534,25,66.5932,7132530,8827.01,0.7020000000000001
1341,Paraguay,4,4952,203,94.1946666666667,7132530,8827.01,0.7020000000000001
1342,Paraguay,5,21599,328,91.5135483870968,7132530,8827.01,0.7020000000000001
1343,Paraguay,6,40219,366,82.40499999999997,7132530,8827.01,0.7020000000000001
1344,Paraguay,7,103969,887,77.71838709677421,7132530,8827.01,0.7020000000000001
1345,Paraguay,8,309976,4405,79.3277419354839,7132530,8827.01,0.7020000000000001
1346,Paraguay,9,872272,17059,81.48,7132530,8827.01,0.7020000000000001
1347,Paraguay,10,912119,19577,21.442105263157895,7132530,8827.01,0.7020000000000001
1349,Peru,3,6802,113,58.51032258064518,32971846,12236.706,0.75
1350,Peru,4,372768,10021,94.44000000000004,32971846,12236.706,0.75
1351,Peru,5,2725056,78092,93.15903225806449,32971846,12236.706,0.75
1352,Peru,6,6813816,205333,89.80999999999996,32971846,12236.706,0.75
1353,Peru,7,10558993,415684,78.37580645161293,32971846,12236.706,0.75
1354,Peru,8,16343790,757073,83.8735483870968,32971846,12236.706,0.75
1355,Peru,9,22059131,924193,85.19000000000004,32971846,12236.706,0.75
1356,Peru,10,16002339,629529,82.41000000000001,32971846,12236.706,0.75
1357,Philippines,1,2,0,3.135806451612903,109581085,7599.188,0.6990000000000001
1358,Philippines,2,81,28,23.849655172413794,109581085,7599.188,0.6990000000000001
1359,Philippines,3,9997,596,64.84451612903226,109581085,7599.188,0.6990000000000001
1360,Philippines,4,157161,9593,100.0,109581085,7599.188,0.6990000000000001
1361,Philippines,5,376840,23985,94.5077419354839,109581085,7599.188,0.6990000000000001
1362,Philippines,6,793983,32742,80.73999999999997,109581085,7599.188,0.6990000000000001
1363,Philippines,7,1891166,49834,80.01903225806446,109581085,7599.188,0.6990000000000001
1364,Philippines,8,4853095,81035,69.92225806451613,109581085,7599.188,0.6990000000000001
1365,Philippines,9,7976117,134926,55.86333333333337,109581085,7599.188,0.6990000000000001
1366,Philippines,10,6351494,115926,36.25526315789475,109581085,7599.188,0.6990000000000001
1368,Poland,3,13957,180,47.294999999999995,37846605,27216.445,0.865
1369,Poland,4,224664,8710,82.83666666666663,37846605,27216.445,0.865
1370,Poland,5,557795,27039,81.53838709677419,37846605,27216.445,0.865
1371,Poland,6,880141,37839,52.593000000000025,37846605,27216.445,0.865
1372,Poland,7,1212346,49335,42.67967741935481,37846605,27216.445,0.865
1373,Poland,8,1736590,57957,39.80999999999997,37846605,27216.445,0.865
1374,Poland,9,2290211,66975,29.934666666666693,37846605,27216.445,0.865
1375,Poland,10,2323953,55966,14.617368421052639,37846605,27216.445,0.865
1376,Portugal,3,39702,632,47.432258064516134,10196707,27936.896,0.847
1377,Portugal,4,516493,17328,83.33500000000001,10196707,27936.896,0.847
1378,Portugal,5,884241,37184,74.58322580645162,10196707,27936.896,0.847
1379,Portugal,6,1110627,45188,70.60500000000002,10196707,27936.896,0.847
1380,Portugal,7,1457454,51616,70.92548387096774,10196707,27936.896,0.847
1381,Portugal,8,1674471,54994,63.424193548387095,10196707,27936.896,0.847
1382,Portugal,9,1962017,56459,57.74699999999998,10196707,27936.896,0.847
1383,Portugal,10,1621258,39211,60.235789473684214,10196707,27936.896,0.847
1384,Puerto Rico,3,465,16,93.52,2860840,35044.67,0.8470434782608696
1385,Puerto Rico,4,27371,1446,93.52,2860840,35044.67,0.8472173913043478
1386,Puerto Rico,5,79505,3589,90.16903225806448,2860840,35044.67,0.8485217391304347
1387,Puerto Rico,6,171011,4363,77.77499999999995,2860840,35044.67,0.8498695652173913
1388,Puerto Rico,7,344851,5419,66.27709677419351,2860840,35044.67,0.8511739130434782
1389,Puerto Rico,8,786288,10041,69.14419354838708,2860840,35044.67,0.8525217391304347
1390,Puerto Rico,9,1172039,16476,70.36999999999995,2860840,35044.67,0.8538695652173913
1391,Puerto Rico,10,1004933,13590,70.36999999999999,2860840,35044.67,0.8551739130434782
1392,Qatar,1,0,0,1.075483870967742,2881060,116935.6,0.856
1393,Qatar,2,0,0,13.506551724137923,2881060,116935.6,0.856
1394,Qatar,3,9242,3,48.20967741935482,2881060,116935.6,0.856
1395,Qatar,4,144081,207,85.27599999999994,2881060,116935.6,0.856
1396,Qatar,5,961192,548,83.32999999999997,2881060,116935.6,0.856
1397,Qatar,6,2354743,2291,81.85266666666665,2881060,116935.6,0.856
1398,Qatar,7,3238416,4581,80.20129032258063,2881060,116935.6,0.856
1399,Qatar,8,3556133,5829,77.78000000000002,2881060,116935.6,0.856
1400,Qatar,9,3663688,6209,64.80999999999996,2881060,116935.6,0.856
1401,Qatar,10,2423945,4152,40.93263157894736,2881060,116935.6,0.856
1403,Romania,1,0,0,0.4483870967741935,19237682,23313.199,0.8109999999999999
1404,Romania,2,5,0,7.475517241379313,19237682,23313.199,0.8109999999999999
1405,Romania,3,12318,187,53.075483870967744,19237682,23313.199,0.8109999999999999
1406,Romania,4,212968,10624,87.03999999999998,19237682,23313.199,0.8109999999999999
1407,Romania,5,500638,31803,79.36129032258064,19237682,23313.199,0.8109999999999999
1408,Romania,6,672299,42828,49.63266666666667,19237682,23313.199,0.8109999999999999
1409,Romania,7,1109609,60651,42.29258064516129,19237682,23313.199,0.8109999999999999
1410,Romania,8,2133548,91362,42.589999999999996,19237682,23313.199,0.8109999999999999
1411,Romania,9,3172016,126604,44.136333333333326,19237682,23313.199,0.8109999999999999
1412,Romania,10,2859458,100893,44.24736842105265,19237682,23313.199,0.8109999999999999
1414,Russia,1,0,0,0.5374193548387097,145934460,24765.953999999998,0.816
1415,Russia,2,58,0,8.330000000000005,145934460,24765.953999999998,0.816
1416,Russia,3,9871,29,47.22193548387096,145934460,24765.953999999998,0.816
1417,Russia,4,1025276,9068,85.49833333333338,145934460,24765.953999999998,0.816
1418,Russia,5,7957748,78693,80.70612903225803,145934460,24765.953999999998,0.816
1419,Russia,6,15877211,211190,74.04666666666667,145934460,24765.953999999998,0.816
1420,Russia,7,23078116,362399,70.03096774193547,145934460,24765.953999999998,0.816
1421,Russia,8,28419995,482108,63.131290322580654,145934460,24765.953999999998,0.816
1422,Russia,9,32230907,564122,39.445,145934460,24765.953999999998,0.816
1423,Russia,10,24289769,423962,40.84000000000001,145934460,24765.953999999998,0.816
1425,Rwanda,3,514,0,72.6835294117647,12952209,1854.211,0.524
1426,Rwanda,4,4098,0,90.73999999999995,12952209,1854.211,0.524
1427,Rwanda,5,9213,1,71.50129032258069,12952209,1854.211,0.524
1428,Rwanda,6,18271,58,60.15299999999999,12952209,1854.211,0.524
1429,Rwanda,7,45013,125,68.70032258064518,12952209,1854.211,0.524
1430,Rwanda,8,81725,287,74.85387096774195,12952209,1854.211,0.524
1431,Rwanda,9,136891,689,77.31300000000002,12952209,1854.211,0.524
1432,Rwanda,10,93050,584,47.76052631578949,12952209,1854.211,0.524
1433,Saint Kitts and Nevis,3,22,0,0.0,53192,24654.385,0.778
1434,Saint Kitts and Nevis,4,380,0,0.0,53192,24654.385,0.778
1435,Saint Kitts and Nevis,5,465,0,0.0,53192,24654.385,0.778
1436,Saint Kitts and Nevis,6,450,0,0.0,53192,24654.385,0.778
1437,Saint Kitts and Nevis,7,513,0,0.0,53192,24654.385,0.778
1438,Saint Kitts and Nevis,8,527,0,0.0,53192,24654.385,0.778
1439,Saint Kitts and Nevis,9,528,0,0.0,53192,24654.385,0.778
1440,Saint Kitts and Nevis,10,361,0,0.0,53192,24654.385,0.778
1441,Saint Lucia,3,53,0,0.0,183629,12951.839,0.747
1442,Saint Lucia,4,438,0,0.0,183629,12951.839,0.747
1443,Saint Lucia,5,555,0,0.0,183629,12951.839,0.747
1444,Saint Lucia,6,566,0,0.0,183629,12951.839,0.747
1445,Saint Lucia,7,700,0,0.0,183629,12951.839,0.747
1446,Saint Lucia,8,788,0,0.0,183629,12951.839,0.747
1447,Saint Lucia,9,801,0,0.0,183629,12951.839,0.747
1448,Saint Lucia,10,549,0,0.0,183629,12951.839,0.747
1449,Saint Vincent and the Grenadines,3,8,0,0.0,110947,10727.146,0.723
1450,Saint Vincent and the Grenadines,4,320,0,0.0,110947,10727.146,0.723
1451,Saint Vincent and the Grenadines,5,558,0,0.0,110947,10727.146,0.723
1452,Saint Vincent and the Grenadines,6,830,0,0.0,110947,10727.146,0.723
1453,Saint Vincent and the Grenadines,7,1221,0,0.0,110947,10727.146,0.723
1454,Saint Vincent and the Grenadines,8,1774,0,0.0,110947,10727.146,0.723
1455,Saint Vincent and the Grenadines,9,1890,0,0.0,110947,10727.146,0.723
1456,Saint Vincent and the Grenadines,10,1223,0,0.0,110947,10727.146,0.723
1458,San Marino,2,2,0,3.640689655172414,33938,56861.47,0.7080101694915254
1459,San Marino,3,3248,313,68.09870967741932,33938,56861.47,0.6948372881355932
1460,San Marino,4,11782,1082,88.51700000000001,33938,56861.47,0.6807559322033898
1461,San Marino,5,19741,1279,68.70064516129034,33938,56861.47,0.667128813559322
1462,San Marino,6,20771,1260,44.56733333333331,33938,56861.47,0.6530474576271186
1463,San Marino,7,21661,1302,33.33000000000001,33938,56861.47,0.6394203389830508
1464,San Marino,8,21955,1302,33.33000000000001,33938,56861.47,0.6253389830508475
1465,San Marino,9,21640,1260,29.01333333333333,33938,56861.47,0.6112576271186441
1466,San Marino,10,14194,798,25.930000000000003,33938,56861.47,0.5976305084745762
1468,Sao Tome and Principe,4,128,0,11.110000000000007,219161,3052.7140000000004,0.589
1469,Sao Tome and Principe,5,7433,205,11.110000000000008,219161,3052.7140000000004,0.589
1470,Sao Tome and Principe,6,18712,366,11.110000000000008,219161,3052.7140000000004,0.589
1471,Sao Tome and Principe,7,23596,427,11.110000000000008,219161,3052.7140000000004,0.589
1472,Sao Tome and Principe,8,27402,465,11.110000000000008,219161,3052.7140000000004,0.589
1473,Sao Tome and Principe,9,27131,450,11.110000000000008,219161,3052.7140000000004,0.589
1474,Sao Tome and Principe,10,17507,285,11.110000000000005,219161,3052.7140000000004,0.589
1475,Saudi Arabia,3,10538,29,54.96899999999998,34813867,49045.41099999999,0.853
1476,Saudi Arabia,4,240653,2331,91.72933333333337,34813867,49045.41099999999,0.853
1477,Saudi Arabia,5,1597752,9291,90.18709677419353,34813867,49045.41099999999,0.853
1478,Saudi Arabia,6,3958028,30376,71.48366666666668,34813867,49045.41099999999,0.853
1479,Saudi Arabia,7,7373212,71590,70.58258064516124,34813867,49045.41099999999,0.853
1480,Saudi Arabia,8,9192981,104451,63.415161290322615,34813867,49045.41099999999,0.853
1481,Saudi Arabia,9,9780854,129648,58.707333333333374,34813867,49045.41099999999,0.853
1482,Saudi Arabia,10,6431173,94791,45.323684210526295,34813867,49045.41099999999,0.853
1484,Senegal,3,1302,0,34.31999999999999,16743930,2470.58,0.505
1485,Senegal,4,11266,111,77.78,16743930,2470.58,0.505
1486,Senegal,5,69542,749,74.01354838709676,16743930,2470.58,0.505
1487,Senegal,6,154176,2051,62.22166666666666,16743930,2470.58,0.505
1488,Senegal,7,261030,4885,39.579032258064515,16743930,2470.58,0.505
1489,Senegal,8,369091,7655,35.274516129032264,16743930,2470.58,0.505
1490,Senegal,9,431318,8907,37.40633333333334,16743930,2470.58,0.505
1491,Senegal,10,289022,5962,13.889999999999995,16743930,2470.58,0.505
1492,Serbia,2,0,0,13.89,6804596,14048.881000000001,0.787
1493,Serbia,3,4811,55,56.95967741935484,6804596,14048.881000000001,0.787
1494,Serbia,4,141856,2893,98.4886666666667,6804596,14048.881000000001,0.787
1495,Serbia,5,322823,6849,72.81903225806451,6804596,14048.881000000001,0.787
1496,Serbia,6,374068,7663,27.43566666666668,6804596,14048.881000000001,0.787
1497,Serbia,7,607894,13099,48.20935483870966,6804596,14048.881000000001,0.787
1498,Serbia,8,900618,20474,57.07903225806449,6804596,14048.881000000001,0.787
1499,Serbia,9,974524,22006,50.93,6804596,14048.881000000001,0.787
1500,Serbia,10,657580,14464,41.37684210526316,6804596,14048.881000000001,0.787
1501,Seychelles,3,106,0,39.271764705882354,98340,26382.287,0.797
1502,Seychelles,4,316,0,83.64366666666665,98340,26382.287,0.797
1503,Seychelles,5,341,0,64.25096774193545,98340,26382.287,0.797
1504,Seychelles,6,330,0,19.440000000000005,98340,26382.287,0.797
1505,Seychelles,7,2661,0,19.44000000000001,98340,26382.287,0.797
1506,Seychelles,8,3962,0,27.331612903225786,98340,26382.287,0.797
1507,Seychelles,9,4187,0,32.224999999999994,98340,26382.287,0.797
1508,Seychelles,10,2798,0,46.24894736842108,98340,26382.287,0.797
1509,Sierra Leone,4,1005,23,79.04366666666667,7976985,1390.3,0.419
1510,Sierra Leone,5,14051,826,75.68838709677424,7976985,1390.3,0.419
1511,Sierra Leone,6,34821,1552,60.36966666666668,7976985,1390.3,0.419
1512,Sierra Leone,7,51392,1984,40.623225806451636,7976985,1390.3,0.419
1513,Sierra Leone,8,60062,2127,32.409999999999975,7976985,1390.3,0.419
1514,Sierra Leone,9,63554,2151,30.649333333333328,7976985,1390.3,0.419
1515,Sierra Leone,10,43511,1373,16.763157894736842,7976985,1390.3,0.419
1516,Singapore,1,49,0,15.053225806451609,5850343,85535.383,0.932
1517,Singapore,2,1741,0,23.849655172413794,5850343,85535.383,0.932
1518,Singapore,3,10295,23,32.25774193548388,5850343,85535.383,0.932
1519,Singapore,4,173459,271,75.37366666666668,5850343,85535.383,0.932
1520,Singapore,5,806115,647,82.79645161290324,5850343,85535.383,0.932
1521,Singapore,6,1201216,760,68.27133333333335,5850343,85535.383,0.932
1522,Singapore,7,1463600,823,53.162903225806446,5850343,85535.383,0.932
1523,Singapore,8,1714904,837,51.84999999999997,5850343,85535.383,0.932
1524,Singapore,9,1720650,810,52.49866666666669,5850343,85535.383,0.932
1525,Singapore,10,1099132,520,45.46999999999998,5850343,85535.383,0.932
1527,Sint Maarten (Dutch part),3,14,0,16.670000000000012,42882,36327.232,0.9316607929515419
1528,Sint Maarten (Dutch part),4,1555,250,16.670000000000012,42882,36327.232,0.9235198237885462
1529,Sint Maarten (Dutch part),5,2375,452,16.67000000000001,42882,36327.232,0.9133436123348018
1530,Sint Maarten (Dutch part),6,2310,450,16.670000000000012,42882,36327.232,0.9028281938325992
1531,Sint Maarten (Dutch part),7,2649,465,16.67000000000001,42882,36327.232,0.8926519823788547
1532,Sint Maarten (Dutch part),8,8953,518,16.67000000000001,42882,36327.232,0.882136563876652
1533,Sint Maarten (Dutch part),9,16782,593,16.670000000000012,42882,36327.232,0.8716211453744493
1534,Sint Maarten (Dutch part),10,13388,418,16.67000000000001,42882,36327.232,0.8614449339207049
1535,Slovakia,3,3192,0,61.25384615384615,5459643,30155.152000000002,0.855
1536,Slovakia,4,27230,232,76.85300000000002,5459643,30155.152000000002,0.855
1537,Slovakia,5,45628,827,73.15000000000005,5459643,30155.152000000002,0.855
1538,Slovakia,6,46988,840,44.380666666666684,5459643,30155.152000000002,0.855
1539,Slovakia,7,60221,868,37.51322580645163,5459643,30155.152000000002,0.855
1540,Slovakia,8,90812,971,32.91741935483871,5459643,30155.152000000002,0.855
1541,Slovakia,9,180996,1157,29.76633333333335,5459643,30155.152000000002,0.855
1542,Slovakia,10,343598,1160,31.968421052631577,5459643,30155.152000000002,0.855
1543,Slovenia,3,7883,59,53.524230769230776,2078932,31400.84,0.8959999999999999
1544,Slovenia,4,35998,1664,88.083,2078932,31400.84,0.8959999999999999
1545,Slovenia,5,45258,3171,57.886774193548426,2078932,31400.84,0.8959999999999999
1546,Slovenia,6,45257,3274,36.650333333333336,2078932,31400.84,0.8959999999999999
1547,Slovenia,7,58234,3485,40.054516129032244,2078932,31400.84,0.8959999999999999
1548,Slovenia,8,75484,3815,46.299999999999976,2078932,31400.84,0.8959999999999999
1549,Slovenia,9,118673,3955,46.299999999999976,2078932,31400.84,0.8959999999999999
1550,Slovenia,10,160288,2742,43.372105263157906,2078932,31400.84,0.8959999999999999
1551,Solomon Islands,10,11,0,8.33,686878,2205.923,0.546
1552,Somalia,3,24,0,45.55733333333332,15893219,2252.202600917431,0.5467018348623853
1553,Somalia,4,4675,221,57.72000000000003,15893219,2946.396614678899,0.5572293577981652
1554,Somalia,5,39399,1629,59.02483870967746,15893219,4334.784642201835,0.5782844036697248
1555,Somalia,6,76616,2575,47.53133333333331,15893219,5769.452270642201,0.6000412844036698
1556,Somalia,7,95488,2863,31.48000000000001,15893219,7157.840298165138,0.6210963302752294
1557,Somalia,8,100711,2899,19.684838709677408,15893219,8592.507926605504,0.6428532110091744
1558,Somalia,9,102382,2933,34.20066666666669,15893219,10027.175555045873,0.6646100917431194
1559,Somalia,10,71850,1881,17.59263157894735,15893219,11415.563582568808,0.685665137614679
1560,South Africa,2,0,0,2.7800000000000007,59308690,12294.876,0.6990000000000001
1561,South Africa,3,8832,11,39.33806451612903,59308690,12294.876,0.6990000000000001
1562,South Africa,4,83750,1263,87.96000000000002,59308690,12294.876,0.6990000000000001
1563,South Africa,5,470338,9199,84.26000000000005,59308690,12294.876,0.6990000000000001
1564,South Africa,6,2302945,46209,77.71566666666664,59308690,12294.876,0.6990000000000001
1565,South Africa,7,9715943,147870,79.24354838709675,59308690,12294.876,0.6990000000000001
1566,South Africa,8,17818720,353625,77.86967741935479,59308690,12294.876,0.6990000000000001
1567,South Africa,9,19540735,465790,62.03400000000003,59308690,12294.876,0.6990000000000001
1568,South Africa,10,13086396,333715,39.80999999999998,59308690,12294.876,0.6990000000000001
1569,South Korea,1,34,0,0.08967741935483871,51269183,35938.373999999996,0.903
1570,South Korea,2,11004,75,36.1751724137931,51269183,35938.373999999996,0.903
1571,South Korea,3,242673,2601,62.57870967741936,51269183,35938.373999999996,0.903
1572,South Korea,4,315228,6520,66.63766666666668,51269183,35938.373999999996,0.903
1573,South Korea,5,342230,8081,43.74161290322579,51269183,35938.373999999996,0.903
1574,South Korea,6,364457,8326,56.94000000000004,51269183,35938.373999999996,0.903
1575,South Korea,7,421889,9037,50.67161290322578,51269183,35938.373999999996,0.903
1576,South Korea,8,499573,9534,51.47967741935486,51269183,35938.373999999996,0.903
1577,South Korea,9,669295,10987,54.43200000000002,51269183,35938.373999999996,0.903
1578,South Korea,10,466692,8172,62.597368421052636,51269183,35938.373999999996,0.903
1580,South Sudan,4,152,0,82.55559999999996,11193729,1569.888,0.38799999999999996
1581,South Sudan,5,10107,105,77.83838709677424,11193729,1569.888,0.38799999999999996
1582,South Sudan,6,49011,755,85.19000000000004,11193729,1569.888,0.38799999999999996
1583,South Sudan,7,67086,1301,81.6054838709677,11193729,1569.888,0.38799999999999996
1584,South Sudan,8,76681,1453,79.78000000000004,11193729,1569.888,0.38799999999999996
1585,South Sudan,9,77992,1453,63.88900000000003,11193729,1569.888,0.38799999999999996
1586,South Sudan,10,52471,996,12.964736842105262,11193729,1569.888,0.38799999999999996
1587,Spain,1,0,0,0.3583870967741935,46754783,34272.36,0.8909999999999999
1588,Spain,2,157,0,11.110000000000008,46754783,34272.36,0.8909999999999999
1589,Spain,3,862308,43788,51.73225806451613,46754783,34272.36,0.8909999999999999
1590,Spain,4,5310123,533242,85.19000000000004,46754783,34272.36,0.8909999999999999
1591,Spain,5,7115447,835201,78.58387096774194,46754783,34272.36,0.8909999999999999
1592,Spain,6,7331192,828405,53.550666666666636,46754783,34272.36,0.8909999999999999
1593,Spain,7,8134290,880772,58.644838709677394,46754783,34272.36,0.8909999999999999
1594,Spain,8,11159043,889890,62.79838709677419,46754783,34272.36,0.8909999999999999
1595,Spain,9,18326166,907728,56.57199999999998,46754783,34272.36,0.8909999999999999
1596,Spain,10,15478950,591598,36.72666666666668,46754783,34272.36,0.8909999999999999
1598,Sri Lanka,1,4,0,1.2541935483870967,21413250,11669.077,0.77
1599,Sri Lanka,2,29,0,8.905172413793109,21413250,11669.077,0.77
1600,Sri Lanka,3,1308,3,54.56935483870968,21413250,11669.077,0.77
1601,Sri Lanka,4,8529,186,91.4196666666667,21413250,11669.077,0.77
1602,Sri Lanka,5,31022,276,79.89903225806452,21413250,11669.077,0.77
1603,Sri Lanka,6,56690,329,60.80466666666665,21413250,11669.077,0.77
1604,Sri Lanka,7,77889,341,52.26774193548389,21413250,11669.077,0.77
1605,Sri Lanka,8,89859,350,35.30806451612902,21413250,11669.077,0.77
1606,Sri Lanka,9,96867,376,23.983999999999988,21413250,11669.077,0.77
1607,Sri Lanka,10,84446,247,31.336315789473684,21413250,11669.077,0.77
1609,Sudan,3,45,18,63.57888888888889,43849269,4466.5070000000005,0.502
1610,Sudan,4,2539,249,81.729,43849269,4466.5070000000005,0.502
1611,Sudan,5,69519,3218,87.48806451612901,43849269,4466.5070000000005,0.502
1612,Sudan,6,219566,13353,86.97700000000005,43849269,4466.5070000000005,0.502
1613,Sudan,7,326183,20567,74.67322580645161,43849269,4466.5070000000005,0.502
1614,Sudan,8,382208,24557,72.4167741935484,43849269,4466.5070000000005,0.502
1615,Sudan,9,403750,24979,60.24566666666668,43849269,4466.5070000000005,0.502
1616,Sudan,10,259735,15884,52.33842105263158,43849269,4466.5070000000005,0.502
1617,Suriname,3,74,0,57.33249999999999,586634,13767.118999999999,0.72
1618,Suriname,4,300,27,80.55833333333334,586634,13767.118999999999,0.72
1619,Suriname,5,329,31,77.77774193548386,586634,13767.118999999999,0.72
1620,Suriname,6,6806,154,87.93266666666666,586634,13767.118999999999,0.72
1621,Suriname,7,29430,583,83.39225806451608,586634,13767.118999999999,0.72
1622,Suriname,8,89760,1385,83.75580645161295,586634,13767.118999999999,0.72
1623,Suriname,9,136722,2753,82.68599999999996,586634,13767.118999999999,0.72
1624,Suriname,10,95211,2028,64.71842105263157,586634,13767.118999999999,0.72
1625,Swaziland,3,66,0,60.29588235294118,1160164,7738.975,0.588
1626,Swaziland,4,737,13,86.78833333333337,1160164,7738.975,0.588
1627,Swaziland,5,5942,56,84.26000000000005,1160164,7738.975,0.588
